Id,Label,Degree,Betweenness,Expression
6133,RPL9,11,0.2,0
6157,RPL27A,11,0.2,0
6136,RPL12,11,0.2,0
6152,RPL24,11,0.2,0
6147,RPL23A,11,0.2,0
23521,RPL13A,11,0.2,0
6194,RPS6,11,0.2,0
6207,RPS13,11,0.2,0
6141,RPL18,11,0.2,0
6139,RPL17,11,0.2,0
3615,IMPDH2,10,12855.5,-0.857142857142857
1937,EEF1G,10,4559.52,-0.761904761904762
140801,RPL10L,10,0.2,0
6123,RPL3L,10,0.2,0
6181,RPLP2,10,0.2,0
6129,RPL7,10,0.2,0
387129,NPSR1,10,0.2,0
6176,RPLP1,10,0.2,0
114987,WDR31,10,0.2,0
6228,RPS23,10,0.13,0
1938,EEF2,10,0.13,0
6191,RPS4X,10,0.13,0
6202,RPS8,10,0.13,0
6188,RPS3,10,0.13,0
6159,RPL29,10,0,0
6143,RPL19,10,0,0
51121,RPL26L1,10,0,0
11224,RPL35,10,0,0
6154,RPL26,10,0,0
116832,RPL39L,10,0,0
6169,RPL38,10,0,0
6144,RPL21,10,0,0
6146,RPL22,10,0,0
6160,RPL31,10,0,0
9349,RPL23,10,0,0
6165,RPL35A,10,0,0
6161,RPL32,10,0,0
6164,RPL34,10,0,0
6168,RPL37A,10,0,0
9343,EFTUD2,9,10412.17,0
293,SLC25A6,9,7940,-0.80952380952381
5564,PRKAB1,9,1842.96,-0.80952380952381
3921,RPSA,9,373.28,0
6206,RPS12,9,0.2,0
6218,RPS17,9,0.2,0
6192,RPS4Y1,9,0.13,0
29088,MRPL15,9,0.13,0
28998,MRPL13,9,0.13,0
6187,RPS2,9,0.13,0
6224,RPS20,9,0.13,0
29093,MRPL22,9,0.13,0
6223,RPS19,9,0.06,0
6167,RPL37,9,0,0
6166,RPL36AL,9,0,0
200916,RPL22L1,9,0,0
6170,RPL39,9,0,0
NA,,9,0,0
1973,EIF4A1,8,9388.2,0
6229,RPS24,8,0.2,0
51073,MRPL4,8,0.13,0
11222,MRPL3,8,0.13,0
54948,MRPL16,8,0.13,0
6222,RPS18,8,0.13,0
51081,MRPS7,8,0,0
65003,MRPL11,8,0,0
64963,MRPS11,8,0,0
51069,MRPL2,8,0,0
207,AKT1,7,30535.9,0
9706,ULK2,7,5961,-0.738095238095238
3030,HADHA,7,5961,-0.761904761904762
7443,VRK1,7,4993.86,-0.880952380952381
9775,EIF4A3,7,4195.54,0
1974,EIF4A2,7,4195.54,0
23137,SMC5,7,2482.5,-0.857142857142857
197370,NSMCE1,7,2482.5,-0.80952380952381
9088,PKMYT1,7,2321.75,-0.738095238095238
6227,RPS21,7,0.13,0
6234,RPS28,7,0.13,0
6209,RPS15,7,0.06,0
84340,GFM2,7,0,0
79631,EFL1,7,0,0
64965,MRPS9,7,0,0
64969,MRPS5,7,0,0
63875,MRPL17,7,0,0
6182,MRPL12,7,0,0
65008,MRPL1,7,0,0
55272,IMP3,7,0,0
79590,MRPL24,7,0,0
51154,MRTO4,7,0,0
85476,GFM1,7,0,0
599,BCL2L2,6,4970,-0.761904761904762
51319,RSRC1,6,0.2,0
51065,RPS27L,6,0.13,0
51187,RSL24D1,6,0,0
6231,RPS26,6,0,0
983,CDK1,5,10776.86,0
3106,HLA-B,5,3978,-0.761904761904762
1809,DPYSL3,5,2985.5,-0.857142857142857
4116,MAGOH,5,2850.77,0
8662,EIF3B,5,179.28,0
9669,EIF5B,5,176.37,0
1915,EEF1A1,5,56.09,0
6183,MRPS12,5,0,0
23480,SEC61G,5,0,0
3320,HSP90AA1,4,6944.48,0
5111,PCNA,4,3486.61,0
390,RND3,4,2985,-0.857142857142857
5834,PYGB,4,2985,-0.761904761904762
3993,LLGL2,4,2985,-0.785714285714286
2091,FBL,4,985.5,0
1478,CSTF2,4,688.87,0
10189,ALYREF,4,666.09,0
11183,MAP4K5,4,462.38,-0.761904761904762
55173,MRPS10,4,0,0
6729,SRP54,4,0,0
64979,MRPL36,4,0,0
2189,FANCG,3,8246.65,0
2099,ESR1,3,5908.84,0
5599,MAPK8,3,5908.84,0
3725,JUN,3,5460.24,0
5515,PPP2CA,3,5409.17,0
7157,TP53,3,3542.23,0
6709,SPTAN1,3,3537.55,0
3326,HSP90AB1,3,3233.47,0
6747,SSR3,3,1991,-0.738095238095238
27434,POLM,3,1991,0.785714285714286
81542,TMX1,3,1991,-0.738095238095238
26986,PABPC1,3,1960.55,0
25,ABL1,3,1474.58,0
5073,PARN,3,1229.44,-0.738095238095238
990,CDC6,3,1045.69,0
23543,RBFOX2,3,997,-0.738095238095238
1017,CDK2,3,802.42,0
84254,CAMKK1,3,709.3,0
6794,STK11,3,709.3,0
891,CCNB1,3,659.87,0
8175,SF3A2,3,429.41,0
4686,NCBP1,3,335.4,0
51692,CPSF3,3,311.72,0
10914,PAPOLA,3,311.72,0
1479,CSTF3,3,311.72,0
6634,SNRPD3,3,151.79,0
6636,SNRPF,3,151.79,0
6632,SNRPD1,3,151.79,0
6633,SNRPD2,3,151.79,0
6637,SNRPG,3,151.79,0
6635,SNRPE,3,151.79,0
6628,SNRPB,3,151.79,0
1965,EIF2S1,3,82.84,0
8683,SRSF9,3,38.14,0
6426,SRSF1,3,38.14,0
3181,HNRNPA2B1,3,38.14,0
5094,PCBP2,3,38.14,0
4670,HNRNPM,3,38.14,0
220988,HNRNPA3,3,38.14,0
3184,HNRNPD,3,38.14,0
3178,HNRNPA1,3,38.14,0
6625,SNRNP70,3,38.14,0
51116,MRPS2,3,0,0
1975,EIF4B,3,0,0
5036,PA2G4,3,0,0
84365,NIFK,3,0,0
6204,RPS10,3,0,0
3692,EIF6,3,0,0
1019,CDK4,2,17064.19,0
4609,MYC,2,13815.31,0
2475,MTOR,2,6930,0
3065,HDAC1,2,5904,0
3066,HDAC2,2,5904,0
641,BLM,2,4532.35,0
5584,PRKCI,2,3972,0
2909,ARHGAP35,2,3972,0
6446,SGK1,2,3327.52,0
5578,PRKCA,2,3327.52,0
7324,UBE2E1,2,2949.73,0
1958,EGR1,2,2685.16,0
5335,PLCG1,2,2685.16,0
595,CCND1,2,2198.15,0
1027,CDKN1B,2,2198.15,0
998,CDC42,2,2198.15,0
6774,STAT3,2,2198.15,0
1387,CREBBP,2,2198.15,0
6237,RRAS,2,1990,0
5879,RAC1,2,1990,0
790,CAD,2,1984,0
1373,CPS1,2,1984,0
5241,PGR,2,1867.18,0
5914,RARA,2,1867.18,0
8431,NR0B2,2,1867.18,0
2100,ESR2,2,1867.18,0
367,AR,2,1867.18,0
7421,VDR,2,1867.18,0
2033,EP300,2,1843.51,0
387,RHOA,2,1633.84,0
4809,SNU13,2,1496.16,0
7132,TNFRSF1A,2,1364.59,0
7099,TLR4,2,1364.59,0
7185,TRAF1,2,1364.59,0
4615,MYD88,2,1364.59,0
8792,TNFRSF11A,2,1364.59,0
6772,STAT1,2,1289.79,0
1630,DCC,2,1279.2,0
3661,IRF3,2,1073.38,0
3185,HNRNPF,2,1054.23,0
1398,CRK,2,1008.19,0
57531,HACE1,2,996,-0.761904761904762
10400,PEMT,2,996,0
5770,PTPN1,2,996,0
1719,DHFR,2,996,-0.80952380952381
8153,RND2,2,996,0.857142857142857
6631,SNRPC,2,933.77,0
836,CASP3,2,921.66,0
3190,HNRNPK,2,725.82,0
9768,KIAA0101,2,525.27,-0.761904761904762
6117,RPA1,2,450.12,0
545,ATR,2,450.12,0
8900,CCNA1,2,424.82,0
7314,UBB,2,424.82,0
4176,MCM7,2,424.82,0
1111,CHEK1,2,424.82,0
8318,CDC45,2,424.82,0
329,BIRC2,2,400.93,0
330,BIRC3,2,400.93,0
6500,SKP1,2,377.05,0
7186,TRAF2,2,345.11,0
1477,CSTF1,2,259.9,0
1153,CIRBP,2,161.23,-0.738095238095238
10236,HNRNPR,2,86.3,0
6885,MAP3K7,2,53.46,0
1399,CRKL,2,47.12,0
8661,EIF3A,2,46.85,0
6431,SRSF6,2,38.14,0
6429,SRSF4,2,38.14,0
1933,EEF1B2,2,11.64,0
84231,TRAF7,2,3.42,-0.857142857142857
8440,NCK2,2,0,0
1445,CSK,2,0,0
84844,PHF5A,2,0,0
10291,SF3A1,2,0,0
51639,SF3B6,2,0,0
6626,SNRPA,2,0,0
6629,SNRPB2,2,0,0
2178,FANCE,2,0,0
57697,FANCM,2,0,0
3280,HES1,2,0,0
9330,GTF3C3,2,0,0
80335,WDR82,2,0,0
29101,SSU72,2,0,0
51023,MRPS18C,2,0,0
29927,SEC61A1,2,0,0
51264,MRPL27,2,0,0
10645,CAMKK2,2,0,0
51422,PRKAG2,2,0,0
55341,LSG1,2,0,0
9553,MRPL33,2,0,0
4691,NCL,2,0,0
7284,TUFM,2,0,0
5921,RASA1,2,0,0
2534,FYN,2,0,0
2885,GRB2,2,0,0
4690,NCK1,2,0,0
5979,RET,2,0,0
79677,SMC6,2,0,0
286053,NSMCE2,2,0,0
56160,NSMCE3,2,0,0
6232,RPS27,2,0,0
2188,FANCF,2,0,0
201254,STRA13,2,0,0
199990,FAAP20,2,0,0
378708,APITD1,2,0,0
7307,U2AF1,2,0,0
9416,DDX23,2,0,0
22916,NCBP2,2,0,0
10594,PRPF8,2,0,0
23451,SF3B1,2,0,0
10250,SRRM1,2,0,0
10992,SF3B2,2,0,0
5093,PCBP1,2,0,0
1660,DHX9,2,0,0
11338,U2AF2,2,0,0
51362,CDC40,2,0,0
23450,SF3B3,2,0,0
9410,SNRNP40,2,0,0
9785,DHX38,2,0,0
10946,SF3A3,2,0,0
9128,PRPF4,2,0,0
24148,PRPF6,2,0,0
6432,SRSF7,2,0,0
10921,RNPS1,2,0,0
23020,SNRNP200,2,0,0
5930,RBBP6,2,0,0
55339,WDR33,2,0,0
81608,FIP1L1,2,0,0
5562,PRKAA1,2,0,0
54780,NSMCE4A,2,0,0
5563,PRKAA2,2,0,0
55168,MRPS18A,2,0,0
2268,FGR,2,0,0
9801,MRPL19,2,0,0
6235,RPS29,2,0,0
64968,MRPS6,2,0,0
4839,NOP2,2,0,0
55120,FANCL,2,0,0
6464,SHC1,2,0,0
63931,MRPS14,2,0,0
4067,LYN,2,0,0
6230,RPS25,2,0,0
493861,EID3,2,0,0
5684,PSMA3,1,0,0
638,BIK,1,0,0
1983,EIF5,1,0,0
55696,RBM22,1,0,0
5438,POLR2I,1,0,0
8896,BUD31,1,0,0
27339,PRPF19,1,0,0
53615,MBD3,1,0,0
79084,WDR77,1,0,0
8317,CDC7,1,0,0
54962,TIPIN,1,0,0
5427,POLE2,1,0,0
51659,GINS2,1,0,0
4999,ORC2,1,0,0
23594,ORC6,1,0,0
4172,MCM3,1,0,0
4174,MCM5,1,0,0
23595,ORC3,1,0,0
8850,KAT2B,1,0,0
23326,USP22,1,0,0
27097,TAF5L,1,0,0
6880,TAF9,1,0,0
6874,TAF4,1,0,0
6908,TBP,1,0,0
2648,KAT2A,1,0,0
387332,TBPL2,1,0,0
7431,VIM,1,0,0
9984,THOC1,1,0,0
57187,THOC2,1,0,0
2177,FANCD2,1,0,0
27033,ZBTB32,1,0,0
23211,ZC3H4,1,0,0
6604,SMARCD3,1,0,0
9440,MED17,1,0,0
10898,CPSF4,1,0,0
64848,YTHDC2,1,0,0
10952,SEC61B,1,0,0
55176,SEC61A2,1,0,0
2766,GMPR,1,0,0
271,AMPD2,1,0,0
471,ATIC,1,0,0
5576,PRKAR2A,1,0,0
5565,PRKAB2,1,0,0
6009,RHEB,1,0,0
5577,PRKAR2B,1,0,0
332,BIRC5,1,0,0
54205,CYCS,1,0,0
79444,BIRC7,1,0,0
598,BCL2L1,1,0,0
10392,NOD1,1,0,0
1917,EEF1A2,1,0,0
8985,PLOD3,1,0,0
28972,SPCS1,1,0,0
2237,FEN1,1,0,0
4361,MRE11A,1,0,0
7486,WRN,1,0,0
5889,RAD51C,1,0,0
79915,ATAD5,1,0,0
1808,DPYSL2,1,0,0
56896,DPYSL5,1,0,0
1400,CRMP1,1,0,0
4048,LTA4H,1,0,-0.785714285714286
3992,FADS1,1,0,-0.80952380952381
83743,GRWD1,1,0,0
6731,SRP72,1,0,0
6730,SRP68,1,0,0
2324,FLT4,1,0,0
5582,PRKCG,1,0,0
823,CAPN1,1,0,0
5338,PLD2,1,0,0
4843,NOS2,1,0,0
57144,PAK5,1,0,0
64866,CDCP1,1,0,0
2272,FHIT,1,0,0
23162,MAPK8IP3,1,0,0
8600,TNFSF11,1,0,0
409,ARRB2,1,0,0
8826,IQGAP1,1,0,0
5782,PTPN12,1,0,0
2064,ERBB2,1,0,0
2697,GJA1,1,0,0
3791,KDR,1,0,0
7097,TLR2,1,0,0
859,CAV3,1,0,0
4035,LRP1,1,0,0
25930,PTPN23,1,0,0
2042,EPHA3,1,0,0
7015,TERT,1,0,0
5170,PDPK1,1,0,0
3667,IRS1,1,0,0
2185,PTK2B,1,0,0
6777,STAT5B,1,0,0
5604,MAP2K1,1,0,0
6927,HNF1A,1,0,0
10657,KHDRBS1,1,0,0
660,BMX,1,0,0
10746,MAP3K2,1,0,0
4792,NFKBIA,1,0,0
1948,EFNB2,1,0,0
5600,MAPK11,1,0,0
5594,MAPK1,1,0,0
3728,JUP,1,0,0
5881,RAC3,1,0,0
155,ADRB3,1,0,0
5588,PRKCQ,1,0,0
11099,PTPN21,1,0,0
1843,DUSP1,1,0,0
7414,VCL,1,0,0
27043,PELP1,1,0,0
59341,TRPV4,1,0,0
867,CBL,1,0,0
2059,EPS8,1,0,0
4790,NFKB1,1,0,0
4233,MET,1,0,0
1432,MAPK14,1,0,0
8503,PIK3R3,1,0,0
3480,IGF1R,1,0,0
1901,S1PR1,1,0,0
9855,FARP2,1,0,0
5583,PRKCH,1,0,0
80306,MED28,1,0,0
7145,TNS1,1,0,0
5781,PTPN11,1,0,0
5159,PDGFRB,1,0,0
5058,PAK1,1,0,0
5359,PLSCR1,1,0,0
2023,ENO1,1,0,0
6622,SNCA,1,0,0
9644,SH3PXD2A,1,0,0
154,ADRB2,1,0,0
5906,RAP1A,1,0,0
355,FAS,1,0,0
8506,CNTNAP1,1,0,0
1956,EGFR,1,0,0
7225,TRPC6,1,0,0
6778,STAT6,1,0,0
84632,AFAP1L2,1,0,0
1793,DOCK1,1,0,0
10044,SH2D3C,1,0,0
5747,PTK2,1,0,0
967,CD63,1,0,0
6853,SYN1,1,0,0
6776,STAT5A,1,0,0
858,CAV2,1,0,0
3265,HRAS,1,0,0
399694,SHC4,1,0,0
10498,CARM1,1,0,0
2549,GAB1,1,0,0
1949,EFNB3,1,0,0
7535,ZAP70,1,0,0
3091,HIF1A,1,0,0
7189,TRAF6,1,0,0
1947,EFNB1,1,0,0
8751,ADAM15,1,0,0
9101,USP8,1,0,0
50852,TRAT1,1,0,0
5908,RAP1B,1,0,0
824,CAPN2,1,0,0
5291,PIK3CB,1,0,0
23624,CBLC,1,0,0
1499,CTNNB1,1,0,0
9046,DOK2,1,0,0
1946,EFNA5,1,0,0
7098,TLR3,1,0,0
2044,EPHA5,1,0,0
999,CDH1,1,0,0
5062,PAK2,1,0,0
1856,DVL2,1,0,0
1903,S1PR3,1,0,0
5290,PIK3CA,1,0,0
2321,FLT1,1,0,0
56924,PAK6,1,0,0
2041,EPHA1,1,0,0
5734,PTGER4,1,0,0
388,RHOB,1,0,0
857,CAV1,1,0,0
25759,SHC2,1,0,0
1785,DNM2,1,0,0
5581,PRKCE,1,0,0
3845,KRAS,1,0,0
5894,RAF1,1,0,0
7074,TIAM1,1,0,0
2353,FOS,1,0,0
196,AHR,1,0,0
1605,DAG1,1,0,0
50807,ASAP1,1,0,0
11140,CDC37,1,0,0
3741,KCNA5,1,0,0
5580,PRKCD,1,0,0
5829,PXN,1,0,0
5898,RALA,1,0,0
1003,CDH5,1,0,0
4851,NOTCH1,1,0,0
2057,EPOR,1,0,0
2151,F2RL2,1,0,0
3636,INPPL1,1,0,0
9021,SOCS3,1,0,0
2043,EPHA4,1,0,0
3059,HCLS1,1,0,0
948,CD36,1,0,0
2903,GRIN2A,1,0,0
7205,TRIP6,1,0,0
5469,MED1,1,0,0
7067,THRA,1,0,0
596,BCL2,1,0,0
5465,PPARA,1,0,0
5915,RARB,1,0,0
5467,PPARD,1,0,0
6095,RORA,1,0,0
2063,NR2F6,1,0,0
5468,PPARG,1,0,0
7025,NR2F1,1,0,0
7068,THRB,1,0,0
7181,NR2C1,1,0,0
90480,GADD45GIP1,1,0,0
6258,RXRG,1,0,0
7182,NR2C2,1,0,0
6097,RORC,1,0,0
2101,ESRRA,1,0,0
7376,NR1H2,1,0,0
11345,GABARAPL2,1,0,0
11337,GABARAP,1,0,0
9821,RB1CC1,1,0,0
23710,GABARAPL1,1,0,0
55177,RMDN3,1,0,-0.833333333333333
6734,SRPRA,1,0,0
292,SLC25A5,1,0,0
4738,NEDD8,1,0,0
5976,UPF1,1,0,0
3434,IFIT1,1,0,0
9246,UBE2L6,1,0,0
11274,USP18,1,0,0
84282,RNF135,1,0,0
4600,MX2,1,0,0
9470,EIF4E2,1,0,0
3433,IFIT2,1,0,0
3716,JAK1,1,0,0
7706,TRIM25,1,0,0
7318,UBA7,1,0,0
4734,NEDD4,1,0,0
1981,EIF4G1,1,0,0
7317,UBA1,1,0,0
5300,PIN1,1,0,0
3437,IFIT3,1,0,0
538,ATP7A,1,0,0
9320,TRIP12,1,0,0
6041,RNASEL,1,0,0
51191,HERC5,1,0,0
5595,MAPK3,1,0,0
7334,UBE2N,1,0,0
5495,PPM1B,1,0,0
10449,ACAA2,1,0,0
3032,HADHB,1,0,0
39,ACAT2,1,0,0
30,ACAA1,1,0,0
38,ACAT1,1,0,0
79760,GEMIN7,1,0,0
54960,GEMIN8,1,0,0
8487,GEMIN2,1,0,0
11218,DDX20,1,0,0
50628,GEMIN4,1,0,0
8161,COIL,1,0,0
6638,SNRPN,1,0,0
79833,GEMIN6,1,0,0
25929,GEMIN5,1,0,0
7416,VDAC1,1,0,0
29928,TIMM22,1,0,0
26519,TIMM10,1,0,0
92609,TIMM50,1,0,0
7417,VDAC2,1,0,0
9804,TOMM20,1,0,0
2187,FANCB,1,0,0
80010,RMI1,1,0,0
2184,FAH,1,0,0
80233,FAAP100,1,0,0
7156,TOP3A,1,0,0
27131,SNX5,1,0,0
84552,PARD6G,1,0,0
50855,PARD6A,1,0,0
84612,PARD6B,1,0,0
4055,LTBR,1,0,0
8717,TRADD,1,0,0
958,CD40,1,0,0
26146,TRAF3IP1,1,0,0
5534,PPP3R1,1,0,0
115650,TNFRSF13C,1,0,0
7188,TRAF5,1,0,0
148022,TICAM1,1,0,0
7133,TNFRSF1B,1,0,0
608,TNFRSF17,1,0,0
7329,UBE2I,1,0,0
10010,TANK,1,0,0
8764,TNFRSF14,1,0,0
29110,TBK1,1,0,0
8737,RIPK1,1,0,0
8767,RIPK2,1,0,0
8837,CFLAR,1,0,0
57407,NMRAL1,1,0,0
943,TNFRSF8,1,0,0
9448,MAP4K4,1,0,0
10293,TRAIP,1,0,0
3187,HNRNPH1,1,0,0
8480,RAE1,1,0,0
5903,RANBP2,1,0,0
6427,SRSF2,1,0,0
7175,TPR,1,0,0
5432,POLR2C,1,0,0
8106,PABPN1,1,0,0
6732,SRPK1,1,0,0
23534,TNPO3,1,0,0
6428,SRSF3,1,0,0
10949,HNRNPA0,1,0,0
5433,POLR2D,1,0,0
10114,HIPK3,1,0,0
10482,NXF1,1,0,0
6733,SRPK2,1,0,0
5725,PTBP1,1,0,0
8570,KHSRP,1,0,0
84418,CYSTM1,1,0,0
54539,NDUFB11,1,0,0
3329,HSPD1,1,0,0
6396,SEC13,1,0,0
10484,SEC23A,1,0,0
925,CD8A,1,0,0
6310,ATXN1,1,0,0
3417,IDH1,1,0,0
4199,ME1,1,0,0
3418,IDH2,1,0,0
5091,PC,1,0,0
1431,CS,1,0,0
4200,ME2,1,0,0
5236,PGM1,1,0,0
2271,FH,1,0,0
47,ACLY,1,0,0
23129,PLXND1,1,0,0
53632,PRKAG3,1,0,0
7251,TSG101,1,0,0
8666,EIF3G,1,0,0
894,CCND2,1,0,0
22938,SNW1,1,0,0
8669,EIF3J,1,0,0
5934,RBL2,1,0,0
9837,GINS1,1,0,0
898,CCNE1,1,0,0
440275,EIF2AK4,1,0,0
1386,ATF2,1,0,0
4175,MCM6,1,0,0
5000,ORC4,1,0,0
4171,MCM2,1,0,0
10923,SUB1,1,0,0
23649,POLA2,1,0,0
10926,DBF4,1,0,0
1021,CDK6,1,0,0
5218,CDK14,1,0,0
8892,EIF2B2,1,0,0
85437,ZCRB1,1,0,0
5925,RB1,1,0,0
4236,MFAP1,1,0,0
6875,TAF4B,1,0,0
10907,TXNL4A,1,0,0
57461,ISY1,1,0,0
8893,EIF2B5,1,0,0
890,CCNA2,1,0,0
6502,SKP2,1,0,0
153527,ZMAT2,1,0,0
6872,TAF1,1,0,0
65109,UPF3B,1,0,0
84296,GINS4,1,0,0
6749,SSRP1,1,0,0
9219,MTA2,1,0,0
3192,HNRNPU,1,0,0
3815,KIT,1,0,0
9133,CCNB2,1,0,0
581,BAX,1,0,0
10197,PSME3,1,0,0
10629,TAF6L,1,0,0
2672,GFI1,1,0,0
80145,THOC7,1,0,0
6184,RPN1,1,0,0
5364,PLXNB1,1,0,0
11157,LSM6,1,0,0
4869,NPM1,1,0,0
5001,ORC5,1,0,0
7248,TSC1,1,0,0
6881,TAF10,1,0,0
5347,PLK1,1,0,0
81620,CDT1,1,0,0
3308,HSPA4,1,0,0
3643,INSR,1,0,0
10474,TADA3,1,0,0
93624,TADA2B,1,0,0
991,CDC20,1,0,0
572,BAD,1,0,0
9134,CCNE2,1,0,0
5708,PSMD2,1,0,0
8815,BANF1,1,0,0
9092,SART1,1,0,0
5705,PSMC5,1,0,0
6879,TAF7,1,0,0
5431,POLR2B,1,0,0
5591,PRKDC,1,0,0
254394,MCM9,1,0,0
285,ANGPT2,1,0,0
112869,SGF29,1,0,0
637,BID,1,0,0
10419,PRMT5,1,0,0
5426,POLE,1,0,0
23660,ZKSCAN5,1,0,0
5339,PLEC,1,0,0
7525,YES1,1,0,0
5499,PPP1CA,1,0,0
79228,THOC6,1,0,0
8454,CUL1,1,0,0
5494,PPM1A,1,0,0
6667,SP1,1,0,0
23283,CSTF2T,1,0,0
8663,EIF3C,1,0,0
5501,PPP1CC,1,0,0
3932,LCK,1,0,0
55854,ZC3H15,1,0,0
91746,YTHDC1,1,0,0
51616,TAF9B,1,0,0
4602,MYB,1,0,0
83860,TAF3,1,0,0
1978,EIF4EBP1,1,0,0
2963,GTF2F2,1,0,0
32,ACACB,1,0,0
4089,SMAD4,1,0,0
84335,AKT1S1,1,0,0
642843,CPSF4L,1,0,0
7332,UBE2L3,1,0,0
1869,E2F1,1,0,0
8295,TRRAP,1,0,0
331,XIAP,1,0,0
55015,PRPF39,1,0,0
26019,UPF2,1,0,0
3981,LIG4,1,0,0
10390,CEPT1,1,0,-0.785714285714286
253260,RICTOR,1,0,0
5557,PRIM1,1,0,0
23141,ANKLE2,1,0,0
10298,PAK4,1,0,0
56949,XAB2,1,0,0
1969,EPHA2,1,0,0
5893,RAD52,1,0,0
2213,FCGR2B,1,0,0
54815,GATAD2A,1,0,0
5524,PTPA,1,0,0
23054,NCOA6,1,0,0
4217,MAP3K5,1,0,0
5294,PIK3CG,1,0,0
2547,XRCC6,1,0,0
1786,DNMT1,1,0,0
3635,INPP5D,1,0,0
79892,MCMBP,1,0,0
4133,MAP2,1,0,0
8891,EIF2B3,1,0,0
25942,SIN3A,1,0,0
2107,ETF1,1,0,0
11169,WDHD1,1,0,0
5063,PAK3,1,0,0
23560,GTPBP4,1,0,0
280,AMY2B,1,0,0
6882,TAF11,1,0,0
9846,GAB2,1,0,0
4536,MT-ND2,1,0,0
6884,TAF13,1,0,0
79065,ATG9A,1,0,0
183,AGT,1,0,0
58,ACTA1,1,0,0
142,PARP1,1,0,0
2058,EPRS,1,0,0
51514,DTL,1,0,0
4194,MDM4,1,0,0
7402,UTRN,1,0,0
83443,SF3B5,1,0,0
356,FASLG,1,0,0
1942,EFNA1,1,0,0
8038,ADAM12,1,0,0
56647,BCCIP,1,0,0
112495,GTF3C6,1,0,0
7101,NR2E1,1,0,0
2045,EPHA7,1,0,0
840,CASP7,1,0,0
4893,NRAS,1,0,0
22984,PDCD11,1,0,0
6877,TAF5,1,0,0
276,AMY1A,1,0,0
2959,GTF2B,1,0,0
5567,PRKACB,1,0,0
1647,GADD45A,1,0,0
26135,SERBP1,1,0,0
8464,SUPT3H,1,0,0
988,CDC5L,1,0,0
4998,ORC1,1,0,0
3745,KCNB1,1,0,0
7410,VAV2,1,0,0
5728,PTEN,1,0,0
2889,RAPGEF1,1,0,0
1263,PLK3,1,0,0
4904,YBX1,1,0,0
54457,TAF7L,1,0,0
1759,DNM1,1,0,0
51021,MRPS16,1,0,0
129685,TAF8,1,0,0
896,CCND3,1,0,0
64960,MRPS15,1,0,0
5928,RBBP4,1,0,0
5292,PIM1,1,0,0
8668,EIF3I,1,0,0
2934,GSN,1,0,0
6118,RPA2,1,0,0
91544,UBXN11,1,0,0
2048,EPHB2,1,0,0
8894,EIF2S2,1,0,0
1650,DDOST,1,0,0
6850,SYK,1,0,0
53358,SHC3,1,0,0
3055,HCK,1,0,0
2017,CTTN,1,0,0
6096,RORB,1,0,0
10253,SPRY2,1,0,0
5568,PRKACG,1,0,0
51340,CRNKL1,1,0,0
5293,PIK3CD,1,0,0
