Id,Label,Degree,Betweenness,Expression
58480,RHOU,2,0.23,0
9886,RHOBTB1,2,0.23,0
57381,RHOJ,2,0.23,0
399,RHOH,2,0.23,0
29984,RHOD,2,0.23,0
5881,RAC3,2,0.23,0
391,RHOG,2,0.23,0
23221,RHOBTB2,2,0.23,0
6193,RPS5,2,0,0
55770,EXOC2,2,0,0
54536,EXOC6,2,0,0
10890,RAB10,2,0,0
5871,MAP4K2,2,0,0
5898,RALA,2,0,0
60412,EXOC4,2,0,0
10486,CAP2,2,0,0
23339,VPS39,2,0,0
57617,VPS18,2,0,0
27072,VPS41,2,0,0
6810,STX4,2,0,0
8976,WASL,2,0,0
7471,WNT1,2,0,0
2535,FZD2,2,0,0
7474,WNT5A,2,0,0
55763,EXOC1,2,0,0
5337,PLD1,2,0,0
56924,PAK6,2,0,0
10458,BAIAP2,2,0,0
8826,IQGAP1,2,0,0
57144,PAK5,2,0,0
5829,PXN,2,0,0
23265,EXOC7,2,0,0
6844,VAMP2,2,0,0
8324,FZD7,2,0,0
3611,ILK,2,0,0
3265,HRAS,2,0,0
8321,FZD1,2,0,0
103910,MYL12B,2,0,0
71,ACTG1,2,0,0
4628,MYH10,2,0,0
143471,PSMA8,2,0,0
9491,PSMF1,2,0,0
5694,PSMB6,2,0,0
27175,TUBG2,2,0,0
7283,TUBG1,2,0,0
8312,AXIN1,2,0,0
324,APC,2,0,0
2810,SFN,2,0,0
81620,CDT1,2,0,0
4173,MCM4,2,0,0
545,ATR,2,0,0
993,CDC25A,2,0,0
4999,ORC2,2,0,0
8317,CDC7,2,0,0
4171,MCM2,2,0,0
4172,MCM3,2,0,0
4174,MCM5,2,0,0
990,CDC6,2,0,0
8900,CCNA1,2,0,0
1058,CENPA,2,0,0
55143,CDCA8,2,0,0
5063,PAK3,2,0,0
4593,MUSK,2,0,0
10298,PAK4,2,0,0
5602,MAPK10,2,0,0
3843,IPO5,2,0,0
3837,KPNB1,2,0,0
991,CDC20,2,0,0
81930,KIF18A,2,0,0
3832,KIF11,2,0,0
84515,MCM8,2,0,0
9184,BUB3,2,0,0
9918,NCAPD2,2,0,0
5347,PLK1,2,0,0
699,BUB1,2,0,0
6790,AURKA,2,0,0
4085,MAD2L1,2,0,0
64682,ANAPC1,2,0,0
3619,INCENP,2,0,0
9133,CCNB2,2,0,0
701,BUB1B,2,0,0
9493,KIF23,2,0,0
10393,ANAPC10,2,0,0
6133,RPL9,2,0,0
28998,MRPL13,2,0,0
6136,RPL12,2,0,0
6202,RPS8,2,0,0
23480,SEC61G,2,0,0
6128,RPL6,2,0,0
6146,RPL22,2,0,0
51187,RSL24D1,2,0,0
23521,RPL13A,2,0,0
6130,RPL7A,2,0,0
6122,RPL3,2,0,0
6159,RPL29,2,0,0
6187,RPS2,2,0,0
6169,RPL38,2,0,0
4736,RPL10A,2,0,0
1938,EEF2,2,0,0
116832,RPL39L,2,0,0
6152,RPL24,2,0,0
200916,RPL22L1,2,0,0
114987,WDR31,2,0,0
6157,RPL27A,2,0,0
6124,RPL4,2,0,0
285855,RPL7L1,2,0,0
6155,RPL27,2,0,0
387129,NPSR1,2,0,0
140801,RPL10L,2,0,0
51121,RPL26L1,2,0,0
11224,RPL35,2,0,0
6228,RPS23,2,0,0
25873,RPL36,2,0,0
6137,RPL13,2,0,0
6206,RPS12,2,0,0
51319,RSRC1,2,0,0
6218,RPS17,2,0,0
6154,RPL26,2,0,0
6134,RPL10,2,0,0
6175,RPLP0,2,0,0
6170,RPL39,2,0,0
6123,RPL3L,2,0,0
6166,RPL36AL,2,0,0
9045,RPL14,2,0,0
51073,MRPL4,2,0,0
6164,RPL34,2,0,0
6176,RPLP1,2,0,0
6144,RPL21,2,0,0
6167,RPL37,2,0,0
6181,RPLP2,2,0,0
10445,MCRS1,2,0,0
54617,INO80,2,0,0
79913,ACTR5,2,0,0
93973,ACTR8,2,0,0
6160,RPL31,2,0,0
NA,,2,0,0
23198,PSME4,2,0,0
5693,PSMB5,2,0,0
122706,PSMB11,2,0,0
80789,INTS5,2,0,0
25896,INTS7,2,0,0
26512,INTS6,2,0,0
57508,INTS2,2,0,0
55174,INTS10,2,0,0
24148,PRPF6,2,0,0
6632,SNRPD1,2,0,0
9092,SART1,2,0,0
23020,SNRNP200,2,0,0
6633,SNRPD2,2,0,0
8936,WASF1,2,0,0
4478,MSN,2,0,0
10787,NCKAP1,2,0,0
4952,OCRL,2,0,0
4644,MYO5A,2,0,0
1111,CHEK1,2,0,0
5601,MAPK9,2,0,0
10640,EXOC5,2,0,0
51317,PHF21A,2,0,0
6635,SNRPE,2,0,0
6173,RPL36A,2,0,0
6628,SNRPB,2,0,0
10189,ALYREF,2,0,0
10399,RACK1,2,0,0
9948,WDR1,2,0,0
29093,MRPL22,2,0,0
55845,BRK1,2,0,0
4798,NFRKB,2,0,0
283899,INO80E,2,0,0
6139,RPL17,2,0,0
6617,SNAPC1,1,0,0
27292,DIMT1,1,0,0
11103,KRR1,1,0,0
6697,SPR,1,0,0
8724,SNX3,1,0,0
29090,TIMM21,1,0,0
4087,SMAD2,1,0,0
57761,TRIB3,1,0,0
27161,AGO2,1,0,0
23197,FAF2,1,0,0
79139,DERL1,1,0,0
54454,ATAD2B,1,0,0
9525,VPS4B,1,0,0
27183,VPS4A,1,0,0
51510,CHMP5,1,0,0
56915,EXOSC5,1,0,0
6801,STRN,1,0,0
57464,STRIP2,1,0,0
5516,PPP2CB,1,0,0
83992,CTTNBP2,1,0,0
8189,SYMPK,1,0,0
51692,CPSF3,1,0,0
51659,GINS2,1,0,0
51655,RASD1,1,0,0
2099,ESR1,1,0,0
94121,SYTL4,1,0,0
55930,MYO5C,1,0,0
4645,MYO5B,1,0,0
10133,OPTN,1,0,0
10254,STAM2,1,0,0
9733,SART3,1,0,0
7375,USP4,1,0,0
85464,SSH2,1,0,0
70,ACTC1,1,0,0
5864,RAB3A,1,0,0
5875,RABGGTA,1,0,0
4931,NVL,1,0,0
54663,WDR74,1,0,0
55131,RBM28,1,0,0
55759,WDR12,1,0,0
10412,NSA2,1,0,0
57696,DDX55,1,0,0
54606,DDX56,1,0,0
10153,CEBPZ,1,0,0
275,AMT,1,0,0
5723,PSPH,1,0,0
65083,NOL6,1,0,0
47,ACLY,1,0,0
2806,GOT2,1,0,0
3417,IDH1,1,0,0
4200,ME2,1,0,0
255488,RNF144B,1,0,0
9781,RNF144A,1,0,0
11059,WWP1,1,0,0
25897,RNF19A,1,0,0
8239,USP9X,1,0,0
867,CBL,1,0,0
23113,CUL9,1,0,0
7317,UBA1,1,0,0
10075,HUWE1,1,0,0
580,BARD1,1,0,0
57551,TAOK1,1,0,0
10746,MAP3K2,1,0,0
9344,TAOK2,1,0,0
1155,TBCB,1,0,0
402,ARL2,1,0,0
10376,TUBA1B,1,0,0
6198,RPS6KB1,1,0,0
4843,NOS2,1,0,0
6237,RRAS,1,0,0
4233,MET,1,0,0
2064,ERBB2,1,0,0
10811,NOXA1,1,0,0
5595,MAPK3,1,0,0
29,ABR,1,0,0
5747,PTK2,1,0,0
8997,KALRN,1,0,0
4296,MAP3K11,1,0,0
6249,CLIP1,1,0,0
2335,FN1,1,0,0
2534,FYN,1,0,0
3791,KDR,1,0,0
23396,PIP5K1C,1,0,0
7204,TRIO,1,0,0
4790,NFKB1,1,0,0
10788,IQGAP2,1,0,0
392,ARHGAP1,1,0,0
50650,ARHGEF3,1,0,0
55114,ARHGAP17,1,0,0
1666,DECR1,1,0,0
5335,PLCG1,1,0,0
5910,RAP1GDS1,1,0,0
2049,EPHB3,1,0,0
5364,PLXNB1,1,0,0
23647,ARFIP2,1,0,0
5603,MAPK13,1,0,0
55738,ARFGAP1,1,0,0
8395,PIP5K1B,1,0,0
3815,KIT,1,0,0
1793,DOCK1,1,0,0
5330,PLCB2,1,0,0
2775,GNAO1,1,0,0
7984,ARHGEF5,1,0,0
5288,PIK3C2G,1,0,0
85440,DOCK7,1,0,0
7481,WNT11,1,0,0
6774,STAT3,1,0,0
4690,NCK1,1,0,0
10152,ABI2,1,0,0
857,CAV1,1,0,0
5291,PIK3CB,1,0,0
1843,DUSP1,1,0,0
9138,ARHGEF1,1,0,0
116984,ARAP2,1,0,0
8853,ASAP2,1,0,0
63916,ELMO2,1,0,0
6655,SOS2,1,0,0
5159,PDGFRB,1,0,0
50649,ARHGEF4,1,0,0
9844,ELMO1,1,0,0
1894,ECT2,1,0,0
6794,STK11,1,0,0
613,BCR,1,0,0
57572,DOCK6,1,0,0
2770,GNAI1,1,0,0
57630,SH3RF1,1,0,0
397,ARHGDIB,1,0,0
8871,SYNJ2,1,0,0
285590,SH3PXD2B,1,0,0
5605,MAP2K2,1,0,0
1124,CHN2,1,0,0
6242,RTKN,1,0,0
29109,FHOD1,1,0,0
6548,SLC9A1,1,0,0
25791,NGEF,1,0,0
57522,SRGAP1,1,0,0
1794,DOCK2,1,0,0
10276,NET1,1,0,0
5290,PIK3CA,1,0,0
7525,YES1,1,0,0
80243,PREX2,1,0,0
395,ARHGAP6,1,0,0
7097,TLR2,1,0,0
26286,ARFGAP3,1,0,0
3932,LCK,1,0,0
1495,CTNNA1,1,0,0
9644,SH3PXD2A,1,0,0
382,ARF6,1,0,0
398,ARHGDIG,1,0,0
5600,MAPK11,1,0,0
1535,CYBA,1,0,0
57679,ALS2,1,0,0
115557,ARHGEF25,1,0,0
7412,VCAM1,1,0,0
5971,RELB,1,0,0
139818,DOCK11,1,0,0
50619,DEF6,1,0,0
91584,PLXNA4,1,0,0
3012,HIST1H2AE,1,0,0
94239,H2AFV,1,0,0
3013,HIST1H2AD,1,0,0
8334,HIST1H2AC,1,0,0
221613,HIST1H2AA,1,0,0
8338,HIST2H2AC,1,0,0
3021,H3F3B,1,0,0
3015,H2AFZ,1,0,0
8331,HIST1H2AJ,1,0,0
54556,ING3,1,0,0
11329,STK38,1,0,0
147179,WIPF2,1,0,0
10576,CCT2,1,0,0
4619,MYH1,1,0,0
4624,MYH6,1,0,0
23603,CORO1C,1,0,0
7082,TJP1,1,0,0
2597,GAPDH,1,0,0
1073,CFL2,1,0,0
5217,PFN2,1,0,0
10524,KAT5,1,0,0
4625,MYH7,1,0,0
6598,SMARCB1,1,0,0
10694,CCT8,1,0,0
57644,MYH7B,1,0,0
5500,PPP1CB,1,0,0
10109,ARPC2,1,0,0
10096,ACTR3,1,0,0
10552,ARPC1A,1,0,0
5204,PFDN5,1,0,0
6601,SMARCC2,1,0,0
10574,CCT7,1,0,0
5580,PRKCD,1,0,0
8295,TRRAP,1,0,0
1387,CREBBP,1,0,0
11151,CORO1A,1,0,0
4643,MYO1E,1,0,0
1915,EEF1A1,1,0,0
6950,TCP1,1,0,0
55929,DMAP1,1,0,0
10095,ARPC1B,1,0,0
80314,EPC1,1,0,0
8089,YEATS4,1,0,0
10094,ARPC3,1,0,0
5201,PFDN1,1,0,0
6599,SMARCC1,1,0,0
10933,MORF4L1,1,0,0
6605,SMARCE1,1,0,0
10810,WASF3,1,0,0
8735,MYH13,1,0,0
22989,MYH15,1,0,0
7203,CCT3,1,0,0
3146,HMGB1,1,0,0
908,CCT6A,1,0,0
8850,KAT2B,1,0,0
5216,PFN1,1,0,0
375189,PFN4,1,0,0
11034,DSTN,1,0,0
22948,CCT5,1,0,0
5338,PLD2,1,0,0
1173,AP2M1,1,0,0
1175,AP2S1,1,0,0
10053,AP1M2,1,0,0
8905,AP1S2,1,0,0
1213,CLTC,1,0,0
1174,AP1S1,1,0,0
1785,DNM2,1,0,0
10980,COPS6,1,0,0
10892,MALT1,1,0,0
9318,COPS2,1,0,0
7345,UCHL1,1,0,0
3091,HIF1A,1,0,0
51138,COPS4,1,0,0
64708,COPS7B,1,0,0
122769,LRR1,1,0,0
1448,CSN3,1,0,0
9260,PDLIM7,1,0,0
1643,DDB2,1,0,0
2671,GFER,1,0,0
8533,COPS3,1,0,0
10920,COPS8,1,0,0
29959,NRBP1,1,0,0
4282,MIF,1,0,0
7186,TRAF2,1,0,0
11236,RNF139,1,0,0
84861,KLHL22,1,0,0
50813,COPS7A,1,0,0
1447,CSN2,1,0,0
55364,IMPACT,1,0,0
1659,DHX8,1,0,0
25949,SYF2,1,0,0
57461,ISY1,1,0,0
8896,BUD31,1,0,0
55702,CCDC94,1,0,0
3312,HSPA8,1,0,0
5721,PSME2,1,0,0
10197,PSME3,1,0,0
55176,SEC61A2,1,0,0
29927,SEC61A1,1,0,0
79058,ASPSCR1,1,0,-0.885714285714286
10971,YWHAQ,1,0,0
9575,CLOCK,1,0,0
7534,YWHAZ,1,0,0
10142,AKAP9,1,0,0
7533,YWHAH,1,0,0
7529,YWHAB,1,0,0
5187,PER1,1,0,0
79365,BHLHE41,1,0,0
8864,PER2,1,0,0
100506658,OCLN,1,0,0
4862,NPAS2,1,0,0
1407,CRY1,1,0,0
8837,CFLAR,1,0,0
835,CASP2,1,0,0
331,XIAP,1,0,0
843,CASP10,1,0,0
598,BCL2L1,1,0,0
3002,GZMB,1,0,0
3309,HSPA5,1,0,0
63967,CLSPN,1,0,0
79444,BIRC7,1,0,0
842,CASP9,1,0,0
836,CASP3,1,0,0
330,BIRC3,1,0,0
7431,VIM,1,0,0
2780,GNAT2,1,0,0
10681,GNB5,1,0,0
2784,GNB3,1,0,0
59345,GNB4,1,0,0
2783,GNB2,1,0,0
4176,MCM7,1,0,0
23649,POLA2,1,0,0
254394,MCM9,1,0,0
5001,ORC5,1,0,0
5427,POLE2,1,0,0
10926,DBF4,1,0,0
23595,ORC3,1,0,0
4175,MCM6,1,0,0
23594,ORC6,1,0,0
8520,HAT1,1,0,0
5000,ORC4,1,0,0
2965,GTF2H1,1,0,0
5434,POLR2E,1,0,0
171568,POLR3H,1,0,0
6741,SSB,1,0,0
11128,POLR3A,1,0,0
221830,TWISTNB,1,0,0
6117,RPA1,1,0,0
55703,POLR3B,1,0,0
5440,POLR2K,1,0,0
1108,CHD4,1,0,0
25885,POLR1A,1,0,0
79101,TAF1D,1,0,0
51728,POLR3K,1,0,0
5441,POLR2L,1,0,0
7343,UBTF,1,0,0
57062,DDX24,1,0,0
84172,POLR1B,1,0,0
10623,POLR3C,1,0,0
661,POLR3D,1,0,0
51082,POLR1D,1,0,0
55290,BRF2,1,0,0
7270,TTF1,1,0,0
55718,POLR3E,1,0,0
140890,SREK1,1,0,0
5093,PCBP1,1,0,0
10949,HNRNPA0,1,0,0
6427,SRSF2,1,0,0
5094,PCBP2,1,0,0
8106,PABPN1,1,0,0
3313,HSPA9,1,0,0
9054,NFS1,1,0,0
51540,SCLY,1,0,0
50,ACO2,1,0,0
81894,SLC25A28,1,0,0
2058,EPRS,1,0,0
