Row.names	log2FoldChange	padj	external_gene_name
ENSG00000064687	0.625061699304791	0.000214863161594791	ABCA7
ENSG00000150967	0.625805545826411	0.000790676057471864	ABCB9
ENSG00000160323	0.798841210300354	0.000528538298069893	ADAMTS13
ENSG00000204310	0.727070254645783	2.17666136421216e-17	AGPAT1
ENSG00000178301	2.67522608351962	1.19767268312338e-09	AQP11
ENSG00000170632	0.680989290640428	2.2990669552419e-09	ARMC10
ENSG00000168468	0.921273735661196	0.00869092227819537	ATF6B
ENSG00000118322	3.92018242769792	0.0162109965709825	ATP10B
ENSG00000156966	1.38971616383007	0.000562389110144937	B3GNT7
ENSG00000177191	0.914372586876222	0.0401868469884479	B3GNT8
ENSG00000186318	0.59859218228431	5.16228508146389e-08	BACE1
ENSG00000075790	0.801849153201081	7.84227275609031e-09	BCAP29
ENSG00000114200	0.87118312584349	0.00041081499114103	BCHE
ENSG00000105829	0.653015463138277	0.0034081870144106	BET1
ENSG00000174672	0.804801293373414	4.55978369953148e-10	BRSK2
ENSG00000168000	1.05608802361984	1.76639822194751e-07	BSCL2
ENSG00000153956	0.600609104388318	6.3851245141202e-05	CACNA2D1
ENSG00000064989	0.992040342579313	0.00225688958002144	CALCRL
ENSG00000196954	1.65235703765957	0.000330354035575057	CASP4
ENSG00000142871	1.26856568179046	1.78943287870682e-21	CCN1
ENSG00000101290	0.717508073903189	2.58969362453182e-24	CDS2
ENSG00000089199	1.00375515877483	1.60860297085563e-05	CHGB
ENSG00000069493	0.749678701180334	0.0111766366436878	CLEC2D
ENSG00000164692	2.84831117679604	0.0391386117134597	COL1A2
ENSG00000114270	1.18600384294323	0.00346856541878399	COL7A1
ENSG00000171812	1.70183258758866	0.0495093840882745	COL8A2
ENSG00000186104	0.639516542470645	0.000109519699856039	CYP2R1
ENSG00000155016	0.790560870652828	1.94391294716962e-08	CYP2U1
ENSG00000106258	1.54103451707997	3.95119982448096e-08	CYP3A5
ENSG00000036530	1.45974603781191	1.44007367801347e-07	CYP46A1
ENSG00000162365	3.23145725502557	0.025800613582409	CYP4A22
ENSG00000186377	1.08392329037482	1.1937387226692e-12	CYP4X1
ENSG00000001630	0.917951994619545	4.5163629751086e-21	CYP51A1
